dt x z theta phi_a v_a new_xc new_d_theta phi_t v_t
0.0080 1.0929 3.7282 -15.4206 0.3988 2.3986 -2.5929 -16.9914 0.3990 2.3980
0.0080 1.0745 3.7229 -15.4269 0.3988 2.3986 -2.5745 -16.9977 0.3990 2.3980
0.0080 1.0560 3.7177 -15.4332 0.3988 2.3986 -2.5560 -17.0040 0.3990 2.3980
0.0080 1.0375 3.7126 -15.4395 0.3988 2.3986 -2.5375 -17.0103 0.3990 2.3980
0.0080 1.0190 3.7076 -15.4459 0.3988 2.3986 -2.5190 -17.0167 0.3990 2.3980
0.0080 1.0004 3.7027 -15.4522 0.3988 2.3986 -2.5004 -17.0230 0.3990 2.3980
0.0080 0.9818 3.6980 -15.4585 0.3988 2.3986 -2.4818 -17.0293 0.3990 2.3980
0.0080 0.9632 3.6934 -15.4648 0.3988 2.3986 -2.4632 -17.0356 0.3990 2.3980
0.0080 0.9446 3.6889 -15.4711 0.3988 2.3986 -2.4446 -17.0419 0.3990 2.3980
0.0080 0.9259 3.6845 -15.4774 0.3988 2.3986 -2.4259 -17.0482 0.3990 2.3980
0.0080 0.9072 3.6802 -15.4838 0.3988 2.3986 -2.4072 -17.0546 0.3990 2.3980
0.0080 0.8884 3.6761 -15.4901 0.3988 2.3986 -2.3884 -17.0609 0.3990 2.3980
0.0080 0.8697 3.6721 -15.4964 0.3988 2.3986 -2.3697 -17.0672 0.3990 2.3980
0.0080 0.8509 3.6681 -15.5027 0.3988 2.3986 -2.3509 -17.0735 0.3990 2.3980
0.0080 0.8321 3.6643 -15.5090 0.3988 2.3986 -2.3321 -17.0798 0.3990 2.3980
0.0080 0.8132 3.6607 -15.5154 0.3988 2.3986 -2.3132 -17.0861 0.3990 2.3980
0.0070 0.7967 3.6576 -15.5209 0.3988 2.3986 -2.2967 -17.0917 0.3990 2.3980
0.0080 0.7779 3.6541 -15.5272 0.3988 2.3986 -2.2779 -17.0980 0.3990 2.3980
0.0080 0.7590 3.6508 -15.5335 0.3988 2.3986 -2.2590 -17.1043 0.3990 2.3980
0.0080 0.7401 3.6476 -15.5398 0.3988 2.3986 -2.2401 -17.1106 0.3990 2.3980
0.0080 0.7211 3.6445 -15.5462 0.3988 2.3986 -2.2211 -17.1169 0.3990 2.3980
0.0080 0.7022 3.6415 -15.5525 0.3988 2.3986 -2.2022 -17.1233 0.3990 2.3980
0.0080 0.6832 3.6386 -15.5588 0.3988 2.3986 -2.1832 -17.1296 0.3990 2.3980
0.0080 0.6642 3.6359 -15.5651 0.3988 2.3986 -2.1642 -17.1359 0.3990 2.3980
0.0080 0.6452 3.6333 -15.5714 0.3988 2.3986 -2.1452 -17.1422 0.3990 2.3980
0.0080 0.6262 3.6308 -15.5777 0.3988 2.3986 -2.1262 -17.1485 0.3990 2.3980
0.0080 0.6071 3.6284 -15.5841 0.3988 2.3986 -2.1071 -17.1549 0.3990 2.3980
0.0080 0.5881 3.6262 -15.5904 0.3988 2.3986 -2.0881 -17.1612 0.3990 2.3980
0.0080 0.5690 3.6241 -15.5967 0.3988 2.3986 -2.0690 -17.1675 0.3990 2.3980
0.0080 0.5499 3.6220 -15.6030 0.3988 2.3986 -2.0499 -17.1738 0.3990 2.3980
0.0080 0.5308 3.6202 -15.6093 0.3988 2.3986 -2.0308 -17.1801 0.3990 2.3980
0.0080 0.5117 3.6184 -15.6156 0.3988 2.3986 -2.0117 -17.1864 0.3990 2.3980
0.0080 0.4926 3.6167 -15.6220 0.3988 2.3986 -1.9926 -17.1928 0.3990 2.3980
0.0080 0.4735 3.6152 -15.6283 0.3988 2.3986 -1.9735 -17.1991 0.3990 2.3980
0.0080 0.4543 3.6138 -15.6346 0.3988 2.3986 -1.9543 -17.2054 0.3990 2.3980
0.0080 0.4352 3.6125 -15.6409 0.3988 2.3986 -1.9352 -17.2117 0.3990 2.3980
0.0080 0.4160 3.6114 -15.6472 0.3988 2.3986 -1.9160 -17.2180 0.3990 2.3980
0.0080 0.3969 3.6103 -15.6536 0.3988 2.3986 -1.8969 -17.2243 0.3990 2.3980
0.0080 0.3777 3.6094 -15.6599 0.3988 2.3986 -1.8777 -17.2307 0.3990 2.3980
0.0080 0.3585 3.6086 -15.6662 0.3988 2.3986 -1.8585 -17.2370 0.3990 2.3980
0.0080 0.3393 3.6079 -15.6725 0.3988 2.3986 -1.8393 -17.2433 0.3990 2.3980
0.0080 0.3202 3.6073 -15.6788 0.3988 2.3986 -1.8202 -17.2496 0.3990 2.3980
0.0080 0.3010 3.6069 -15.6851 0.3988 2.3986 -1.8010 -17.2559 0.3990 2.3980
0.0080 0.2818 3.6066 -15.6915 0.3988 2.3986 -1.7818 -17.2623 0.3990 2.3980
0.0080 0.2626 3.6064 -15.6978 0.3988 2.3986 -1.7626 -17.2686 0.3990 2.3980
0.0080 0.2434 3.6063 -15.7041 0.3988 2.3986 -1.7434 -17.2749 0.3990 2.3980
0.0070 0.2266 3.6064 -15.7096 0.3988 2.3986 -1.7266 -17.2804 0.3990 2.3980
0.0080 0.2074 3.6065 -15.7159 0.3988 2.3986 -1.7074 -17.2867 0.3990 2.3980
0.0080 0.1882 3.6068 -15.7223 0.3988 2.3986 -1.6882 -17.2931 0.3990 2.3980
0.0080 0.1691 3.6072 -15.7286 0.3988 2.3986 -1.6691 -17.2994 0.3990 2.3980
0.0080 0.1499 3.6077 -15.7349 0.3988 2.3986 -1.6499 -17.3057 0.3990 2.3980
0.0080 0.1307 3.6083 -15.7412 0.3988 2.3986 -1.6307 -17.3120 0.3990 2.3980
0.0080 0.1115 3.6091 -15.7475 0.3988 2.3986 -1.6115 -17.3183 0.3990 2.3980
0.0080 0.0924 3.6100 -15.7538 0.3988 2.3986 -1.5924 -17.3246 0.3990 2.3980
0.0080 0.0732 3.6110 -15.7602 0.3988 2.3986 -1.5732 -17.3310 0.3990 2.3980
0.0080 0.0540 3.6121 -15.7665 0.3988 2.3986 -1.5540 -17.3373 0.3990 2.3980
0.0080 0.0349 3.6133 -15.7728 0.3988 2.3986 -1.5349 -17.3436 0.3990 2.3980
0.0080 0.0158 3.6147 -15.7791 0.3988 2.3986 -1.5158 -17.3499 0.3990 2.3980
0.0080 -0.0034 3.6162 -15.7854 0.3988 2.3986 -1.4966 -17.3562 0.3990 2.3980
0.0080 -0.0225 3.6178 -15.7918 0.3988 2.3986 -1.4775 -17.3626 0.3990 2.3980
0.0080 -0.0416 3.6195 -15.7981 0.3988 2.3986 -1.4584 -17.3689 0.3990 2.3980
0.0080 -0.0607 3.6214 -15.8044 0.3988 2.3986 -1.4393 -17.3752 0.3990 2.3980
0.0090 -0.0822 3.6236 -15.8115 0.3988 2.3986 -1.4178 -17.3823 0.3990 2.3980
0.0080 -0.1013 3.6257 -15.8178 0.3988 2.3986 -1.3987 -17.3886 0.3990 2.3980
0.0070 -0.1179 3.6276 -15.8233 0.3988 2.3986 -1.3821 -17.3941 0.3990 2.3980
0.0070 -0.1346 3.6297 -15.8289 0.3988 2.3986 -1.3654 -17.3997 0.3990 2.3980
0.0070 -0.1513 3.6318 -15.8344 0.3988 2.3986 -1.3487 -17.4052 0.3990 2.3980
0.0070 -0.1679 3.6340 -15.8399 0.3988 2.3986 -1.3321 -17.4107 0.3990 2.3980
0.0070 -0.1845 3.6363 -15.8455 0.3988 2.3986 -1.3155 -17.4163 0.3990 2.3980
0.0120 -0.2130 3.6405 -15.8549 0.3988 2.3986 -1.2870 -17.4257 0.3990 2.3980
0.0070 -0.2296 3.6430 -15.8605 0.3988 2.3986 -1.2704 -17.4313 0.3990 2.3980
0.0140 -0.2627 3.6485 -15.8715 0.3988 2.3986 -1.2373 -17.4423 0.3990 2.3980
0.0070 -0.2793 3.6513 -15.8770 0.3988 2.3986 -1.2207 -17.4478 0.3990 2.3980
0.0070 -0.2958 3.6543 -15.8826 0.3988 2.3986 -1.2042 -17.4534 0.3990 2.3980
0.0070 -0.3123 3.6573 -15.8881 0.3988 2.3986 -1.1877 -17.4589 0.3990 2.3980
0.0070 -0.3288 3.6604 -15.8936 0.3988 2.3986 -1.1712 -17.4644 0.3990 2.3980
0.0070 -0.3453 3.6636 -15.8992 0.3988 2.3986 -1.1547 -17.4700 0.3990 2.3980
0.0070 -0.3618 3.6668 -15.9047 0.3988 2.3986 -1.1382 -17.4755 0.3990 2.3980
0.0070 -0.3782 3.6702 -15.9102 0.3988 2.3986 -1.1218 -17.4810 0.3990 2.3980
0.0070 -0.3947 3.6737 -15.9157 0.3988 2.3986 -1.1053 -17.4865 0.3990 2.3980
0.0070 -0.4111 3.6772 -15.9213 0.3988 2.3986 -1.0889 -17.4921 0.3990 2.3980
0.0070 -0.4275 3.6809 -15.9268 0.3988 2.3986 -1.0725 -17.4976 0.3990 2.3980
0.0070 -0.4438 3.6846 -15.9323 0.3988 2.3986 -1.0562 -17.5031 0.3990 2.3980
0.0080 -0.4625 3.6890 -15.9386 0.3988 2.3986 -1.0375 -17.5094 0.3990 2.3980
0.0080 -0.4812 3.6935 -15.9450 0.3988 2.3986 -1.0188 -17.5158 0.3990 2.3980
0.0080 -0.4998 3.6981 -15.9513 0.3988 2.3986 -1.0002 -17.5221 0.3990 2.3980
0.0070 -0.5161 3.7023 -15.9568 0.3988 2.3986 -0.9839 -17.5276 0.3990 2.3980
0.0080 -0.5346 3.7071 -15.9631 0.3988 2.3986 -0.9654 -17.5339 0.3990 2.3980
0.0080 -0.5532 3.7121 -15.9694 0.3988 2.3986 -0.9468 -17.5402 0.3990 2.3980
0.0070 -0.5694 3.7165 -15.9750 0.3988 2.3986 -0.9306 -17.5458 0.3990 2.3980
0.0070 -0.5855 3.7210 -15.9805 0.3988 2.3986 -0.9145 -17.5513 0.3990 2.3980
0.0070 -0.6017 3.7256 -15.9860 0.3988 2.3986 -0.8983 -17.5568 0.3990 2.3980
0.0080 -0.6201 3.7310 -15.9923 0.3988 2.3986 -0.8799 -17.5631 0.3990 2.3980
0.0080 -0.6385 3.7365 -15.9987 0.3988 2.3986 -0.8615 -17.5695 0.3990 2.3980
0.0080 -0.6568 3.7421 -16.0050 0.3988 2.3986 -0.8432 -17.5758 0.3990 2.3980
0.0080 -0.6751 3.7479 -16.0113 0.3988 2.3986 -0.8249 -17.5821 0.3990 2.3980
0.0080 -0.6934 3.7537 -16.0176 0.3988 2.3986 -0.8066 -17.5884 0.3990 2.3980
0.0080 -0.7117 3.7597 -16.0239 0.3988 2.3986 -0.7883 -17.5947 0.3990 2.3980
0.0080 -0.7299 3.7657 -16.0303 0.3988 2.3986 -0.7701 -17.6010 0.3990 2.3980
0.0080 -0.7480 3.7719 -16.0366 0.3988 2.3986 -0.7520 -17.6074 0.3990 2.3980
0.0080 -0.7661 3.7782 -16.0429 0.3988 2.3986 -0.7339 -17.6137 0.3990 2.3980
0.0080 -0.7842 3.7847 -16.0492 0.3988 2.3986 -0.7158 -17.6200 0.3990 2.3980
0.0080 -0.8023 3.7912 -16.0555 0.3988 2.3986 -0.6977 -17.6263 0.3990 2.3980
0.0080 -0.8203 3.7979 -16.0618 0.3988 2.3986 -0.6797 -17.6326 0.3990 2.3980
0.0080 -0.8382 3.8046 -16.0682 0.3988 2.3986 -0.6618 -17.6390 0.3990 2.3980
0.0080 -0.8561 3.8115 -16.0745 0.3988 2.3986 -0.6439 -17.6453 0.3990 2.3980
0.0080 -0.8740 3.8185 -16.0808 0.3988 2.3986 -0.6260 -17.6516 0.3990 2.3980
0.0080 -0.8918 3.8256 -16.0871 0.3988 2.3986 -0.6082 -17.6579 0.3990 2.3980
0.0080 -0.9096 3.8328 -16.0934 0.3988 2.3986 -0.5904 -17.6642 0.3990 2.3980
0.0080 -0.9274 3.8401 -16.0997 0.3988 2.3986 -0.5726 -17.6705 0.3990 2.3980
0.0080 -0.9450 3.8476 -16.1061 0.3988 2.3986 -0.5550 -17.6769 0.3990 2.3980
0.0080 -0.9627 3.8551 -16.1124 0.3988 2.3986 -0.5373 -17.6832 0.3990 2.3980
0.0080 -0.9803 3.8628 -16.1187 0.3988 2.3986 -0.5197 -17.6895 0.3990 2.3980
0.0080 -0.9978 3.8705 -16.1250 0.3988 2.3986 -0.5022 -17.6958 0.3990 2.3980
0.0080 -1.0153 3.8784 -16.1313 0.3988 2.3986 -0.4847 -17.7021 0.3990 2.3980
0.0080 -1.0328 3.8864 -16.1377 0.3988 2.3986 -0.4672 -17.7084 0.3990 2.3980
0.0080 -1.0502 3.8945 -16.1440 0.3988 2.3986 -0.4498 -17.7148 0.3990 2.3980
0.0080 -1.0675 3.9027 -16.1503 0.3988 2.3986 -0.4325 -17.7211 0.3990 2.3980
0.0080 -1.0848 3.9111 -16.1566 0.3988 2.3986 -0.4152 -17.7274 0.3990 2.3980
0.0080 -1.1020 3.9195 -16.1629 0.3988 2.3986 -0.3980 -17.7337 0.3990 2.3980
0.0080 -1.1192 3.9280 -16.1692 0.3988 2.3986 -0.3808 -17.7400 0.3990 2.3980
0.0080 -1.1363 3.9367 -16.1756 0.3988 2.3986 -0.3637 -17.7464 0.3990 2.3980
0.0080 -1.1534 3.9454 -16.1819 0.3988 2.3986 -0.3466 -17.7527 0.3990 2.3980
0.0080 -1.1704 3.9543 -16.1882 0.3988 2.3986 -0.3296 -17.7590 0.3990 2.3980
0.0080 -1.1874 3.9633 -16.1945 0.3988 2.3986 -0.3126 -17.7653 0.3990 2.3980
0.0080 -1.2043 3.9724 -16.2008 0.3988 2.3986 -0.2957 -17.7716 0.3990 2.3980
0.0080 -1.2211 3.9815 -16.2071 0.3988 2.3986 -0.2789 -17.7779 0.3990 2.3980
0.0080 -1.2379 3.9908 -16.2135 0.3988 2.3986 -0.2621 -17.7843 0.3990 2.3980
0.0080 -1.2547 4.0002 -16.2198 0.3988 2.3986 -0.2453 -17.7906 0.3990 2.3980
0.0080 -1.2713 4.0097 -16.2261 0.3988 2.3986 -0.2287 -17.7969 0.3990 2.3980
0.0080 -1.2879 4.0194 -16.2324 0.3988 2.3986 -0.2121 -17.8032 0.3990 2.3980
0.0080 -1.3045 4.0291 -16.2387 0.3988 2.3986 -0.1955 -17.8095 0.3990 2.3980
0.0080 -1.3210 4.0389 -16.2451 0.3988 2.3986 -0.1790 -17.8159 0.3990 2.3980
0.0080 -1.3374 4.0488 -16.2514 0.3988 2.3986 -0.1626 -17.8222 0.3990 2.3980
0.0080 -1.3538 4.0588 -16.2577 0.3988 2.3986 -0.1462 -17.8285 0.3990 2.3980
0.0080 -1.3701 4.0690 -16.2640 0.3988 2.3986 -0.1299 -17.8348 0.3990 2.3980
0.0070 -1.3843 4.0779 -16.2695 0.3988 2.3986 -0.1157 -17.8403 0.3990 2.3980
0.0080 -1.4005 4.0882 -16.2759 0.3988 2.3986 -0.0995 -17.8466 0.3990 2.3980
0.0080 -1.4166 4.0986 -16.2822 0.3988 2.3986 -0.0834 -17.8530 0.3990 2.3980
0.0080 -1.4326 4.1092 -16.2885 0.3988 2.3986 -0.0674 -17.8593 0.3990 2.3980
0.0080 -1.4486 4.1198 -16.2948 0.3988 2.3986 -0.0514 -17.8656 0.3990 2.3980
0.0080 -1.4645 4.1305 -16.3011 0.3988 2.3986 -0.0355 -17.8719 0.3990 2.3980
0.0070 -1.4784 4.1400 -16.3067 0.3988 2.3986 -0.0216 -17.8774 0.3990 2.3980
0.0080 -1.4942 4.1509 -16.3130 0.3988 2.3986 -0.0058 -17.8838 0.3990 2.3980
0.0080 -1.5099 4.1619 -16.3193 0.3988 2.3986 0.0099 -17.8901 0.3990 2.3980
0.0080 -1.5255 4.1730 -16.3256 0.3988 2.3986 0.0255 -17.8964 0.3990 2.3980
0.0080 -1.5411 4.1842 -16.3319 0.3988 2.3986 0.0411 -17.9027 0.3990 2.3980
0.0070 -1.5547 4.1941 -16.3375 0.3988 2.3986 0.0547 -17.9082 0.3990 2.3980
0.0080 -1.5701 4.2055 -16.3438 0.3988 2.3986 0.0701 -17.9146 0.3990 2.3980
0.0080 -1.5855 4.2170 -16.3501 0.3988 2.3986 0.0855 -17.9209 0.3990 2.3980
0.0080 -1.6008 4.2286 -16.3564 0.3988 2.3986 0.1008 -17.9272 0.3990 2.3980
0.0080 -1.6160 4.2403 -16.3627 0.3988 2.3986 0.1160 -17.9335 0.3990 2.3980
0.0080 -1.6311 4.2521 -16.3690 0.3988 2.3986 0.1311 -17.9398 0.3990 2.3980
0.0080 -1.6462 4.2639 -16.3754 0.3988 2.3986 0.1462 -17.9462 0.3990 2.3980
0.0080 -1.6612 4.2759 -16.3817 0.3988 2.3986 0.1612 -17.9525 0.3990 2.3980
0.0080 -1.6761 4.2880 -16.3880 0.3988 2.3986 0.1761 -17.9588 0.3990 2.3980
0.0080 -1.6910 4.3001 -16.3943 0.3988 2.3986 0.1910 -17.9651 0.3990 2.3980
0.0080 -1.7057 4.3124 -16.4006 0.3988 2.3986 0.2057 -17.9714 0.3990 2.3980
0.0080 -1.7204 4.3247 -16.4069 0.3988 2.3986 0.2204 -17.9777 0.3990 2.3980
0.0080 -1.7350 4.3372 -16.4133 0.3988 2.3986 0.2350 -17.9841 0.3990 2.3980
0.0080 -1.7496 4.3497 -16.4196 0.3988 2.3986 0.2496 -17.9904 0.3990 2.3980
0.0080 -1.7640 4.3623 -16.4259 0.3988 2.3986 0.2640 -17.9967 0.3990 2.3980
0.0080 -1.7784 4.3750 -16.4322 0.3988 2.3986 0.2784 -18.0030 0.3990 2.3980
0.0080 -1.7927 4.3878 -16.4385 0.3988 2.3986 0.2927 -18.0093 0.3990 2.3980
0.0070 -1.8051 4.3991 -16.4441 0.3988 2.3986 0.3051 -18.0149 0.3990 2.3980
0.0070 -1.8175 4.4105 -16.4496 0.3988 2.3986 0.3175 -18.0204 0.3990 2.3980
0.0070 -1.8298 4.4219 -16.4551 0.3988 2.3986 0.3298 -18.0259 0.3990 2.3980
0.0070 -1.8421 4.4334 -16.4606 0.3988 2.3986 0.3421 -18.0314 0.3990 2.3980
0.0070 -1.8543 4.4449 -16.4662 0.3988 2.3986 0.3543 -18.0370 0.3990 2.3980
0.0070 -1.8664 4.4565 -16.4717 0.3988 2.3986 0.3664 -18.0425 0.3990 2.3980
0.0080 -1.8802 4.4699 -16.4780 0.3988 2.3986 0.3802 -18.0488 0.3990 2.3980
0.0080 -1.8938 4.4833 -16.4843 0.3988 2.3986 0.3938 -18.0551 0.3990 2.3980
0.0080 -1.9075 4.4968 -16.4907 0.3988 2.3986 0.4075 -18.0615 0.3990 2.3980
0.0080 -1.9210 4.5105 -16.4970 0.3988 2.3986 0.4210 -18.0678 0.3990 2.3980
0.0080 -1.9344 4.5242 -16.5033 0.3988 2.3986 0.4344 -18.0741 0.3990 2.3980
0.0080 -1.9478 4.5380 -16.5096 0.3988 2.3986 0.4478 -18.0804 0.3990 2.3980
0.0080 -1.9610 4.5518 -16.5159 0.3988 2.3986 0.4610 -18.0867 0.3990 2.3980
0.0080 -1.9742 4.5658 -16.5222 0.3988 2.3986 0.4742 -18.0930 0.3990 2.3980
0.0080 -1.9873 4.5798 -16.5286 0.3988 2.3986 0.4873 -18.0994 0.3990 2.3980
0.0080 -2.0003 4.5939 -16.5349 0.3988 2.3986 0.5003 -18.1057 0.3990 2.3980
0.0080 -2.0132 4.6081 -16.5412 0.3988 2.3986 0.5132 -18.1120 0.3990 2.3980
0.0080 -2.0260 4.6224 -16.5475 0.3988 2.3986 0.5260 -18.1183 0.3990 2.3980
0.0080 -2.0387 4.6368 -16.5538 0.3988 2.3986 0.5387 -18.1246 0.3990 2.3980
0.0080 -2.0513 4.6512 -16.5602 0.3988 2.3986 0.5513 -18.1310 0.3990 2.3980
0.0080 -2.0639 4.6658 -16.5665 0.3988 2.3986 0.5639 -18.1373 0.3990 2.3980
0.0080 -2.0763 4.6804 -16.5728 0.3988 2.3986 0.5763 -18.1436 0.3990 2.3980
0.0080 -2.0887 4.6950 -16.5791 0.3988 2.3986 0.5887 -18.1499 0.3990 2.3980
0.0080 -2.1009 4.7098 -16.5854 0.3988 2.3986 0.6009 -18.1562 0.3990 2.3980
0.0080 -2.1131 4.7246 -16.5917 0.3988 2.3986 0.6131 -18.1625 0.3990 2.3980
0.0080 -2.1252 4.7395 -16.5981 0.3988 2.3986 0.6252 -18.1689 0.3990 2.3980
0.0080 -2.1372 4.7545 -16.6044 0.3988 2.3986 0.6372 -18.1752 0.3990 2.3980
0.0080 -2.1491 4.7696 -16.6107 0.3988 2.3986 0.6491 -18.1815 0.3990 2.3980
0.0080 -2.1609 4.7847 -16.6170 0.3988 2.3986 0.6609 -18.1878 0.3990 2.3980
0.0080 -2.1725 4.7999 -16.6233 0.3988 2.3986 0.6725 -18.1941 0.3990 2.3980
0.0080 -2.1841 4.8152 -16.6296 0.3988 2.3986 0.6841 -18.2004 0.3990 2.3980
0.0080 -2.1956 4.8306 -16.6360 0.3988 2.3986 0.6956 -18.2068 0.3990 2.3980
0.0080 -2.2071 4.8460 -16.6423 0.3988 2.3986 0.7071 -18.2131 0.3990 2.3980
0.0080 -2.2184 4.8615 -16.6486 0.3988 2.3986 0.7184 -18.2194 0.3990 2.3980
0.0080 -2.2296 4.8771 -16.6549 0.3988 2.3986 0.7296 -18.2257 0.3990 2.3980
0.0080 -2.2407 4.8927 -16.6612 0.3988 2.3986 0.7407 -18.2320 0.3990 2.3980
0.0080 -2.2517 4.9085 -16.6676 0.3988 2.3986 0.7517 -18.2384 0.3990 2.3980
0.0080 -2.2626 4.9242 -16.6739 0.3988 2.3986 0.7626 -18.2447 0.3990 2.3980
0.0080 -2.2734 4.9401 -16.6802 0.3988 2.3986 0.7734 -18.2510 0.3990 2.3980
0.0080 -2.2841 4.9560 -16.6865 0.3988 2.3986 0.7841 -18.2573 0.3990 2.3980
0.0080 -2.2947 4.9720 -16.6928 0.3988 2.3986 0.7947 -18.2636 0.3990 2.3980
0.0080 -2.3053 4.9881 -16.6991 0.3988 2.3986 0.8053 -18.2699 0.3990 2.3980
0.0070 -2.3144 5.0022 -16.7047 0.3988 2.3986 0.8144 -18.2755 0.3990 2.3980
0.0070 -2.3234 5.0163 -16.7102 0.3988 2.3986 0.8234 -18.2810 0.3990 2.3980
0.0070 -2.3324 5.0305 -16.7157 0.3988 2.3986 0.8324 -18.2865 0.3990 2.3980
0.0070 -2.3413 5.0448 -16.7213 0.3988 2.3986 0.8413 -18.2921 0.3990 2.3980
0.0070 -2.3501 5.0591 -16.7268 0.3988 2.3986 0.8501 -18.2976 0.3990 2.3980
0.0070 -2.3588 5.0734 -16.7323 0.3988 2.3986 0.8588 -18.3031 0.3990 2.3980
0.0100 -2.3711 5.0940 -16.7402 0.3988 2.3986 0.8711 -18.3110 0.3990 2.3980
0.0090 -2.3820 5.1126 -16.7473 0.3988 2.3986 0.8820 -18.3181 0.3990 2.3980
0.0070 -2.3905 5.1271 -16.7528 0.3988 2.3986 0.8905 -18.3236 0.3990 2.3980
0.0070 -2.3988 5.1417 -16.7584 0.3988 2.3986 0.8988 -18.3292 0.3990 2.3980
0.0070 -2.4071 5.1563 -16.7639 0.3988 2.3986 0.9071 -18.3347 0.3990 2.3980
0.0070 -2.4153 5.1710 -16.7694 0.3988 2.3986 0.9153 -18.3402 0.3990 2.3980
0.0070 -2.4234 5.1857 -16.7750 0.3988 2.3986 0.9234 -18.3458 0.3990 2.3980
0.0070 -2.4314 5.2004 -16.7805 0.3988 2.3986 0.9314 -18.3513 0.3990 2.3980
0.0070 -2.4393 5.2152 -16.7860 0.3988 2.3986 0.9393 -18.3568 0.3990 2.3980
0.0070 -2.4472 5.2300 -16.7915 0.3988 2.3986 0.9472 -18.3623 0.3990 2.3980
0.0070 -2.4550 5.2449 -16.7971 0.3988 2.3986 0.9550 -18.3679 0.3990 2.3980
0.0070 -2.4627 5.2598 -16.8026 0.3988 2.3986 0.9627 -18.3734 0.3990 2.3980
0.0070 -2.4703 5.2748 -16.8081 0.3988 2.3986 0.9703 -18.3789 0.3990 2.3980
0.0070 -2.4778 5.2898 -16.8137 0.3988 2.3986 0.9778 -18.3845 0.3990 2.3980
0.0070 -2.4853 5.3049 -16.8192 0.3988 2.3986 0.9853 -18.3900 0.3990 2.3980
0.0070 -2.4926 5.3200 -16.8247 0.3988 2.3986 0.9926 -18.3955 0.3990 2.3980
0.0080 -2.5009 5.3373 -16.8310 0.3988 2.3986 1.0009 -18.4018 0.3990 2.3980
0.0080 -2.5091 5.3546 -16.8373 0.3988 2.3986 1.0091 -18.4081 0.3990 2.3980
0.0070 -2.5162 5.3698 -16.8429 0.3988 2.3986 1.0162 -18.4137 0.3990 2.3980
0.0080 -2.5242 5.3873 -16.8492 0.3988 2.3986 1.0242 -18.4200 0.3990 2.3980
0.0080 -2.5321 5.4048 -16.8555 0.3988 2.3986 1.0321 -18.4263 0.3990 2.3980
0.0080 -2.5399 5.4223 -16.8618 0.3988 2.3986 1.0399 -18.4326 0.3990 2.3980
0.0080 -2.5475 5.4399 -16.8681 0.3988 2.3986 1.0475 -18.4389 0.3990 2.3980
0.0080 -2.5551 5.4575 -16.8745 0.3988 2.3986 1.0551 -18.4453 0.3990 2.3980
0.0080 -2.5625 5.4752 -16.8808 0.3988 2.3986 1.0625 -18.4516 0.3990 2.3980
0.0080 -2.5698 5.4930 -16.8871 0.3988 2.3986 1.0698 -18.4579 0.3990 2.3980
0.0080 -2.5770 5.5108 -16.8934 0.3988 2.3986 1.0770 -18.4642 0.3990 2.3980
0.0080 -2.5841 5.5286 -16.8997 0.3988 2.3986 1.0841 -18.4705 0.3990 2.3980
0.0080 -2.5911 5.5465 -16.9061 0.3988 2.3986 1.0911 -18.4768 0.3990 2.3980
0.0080 -2.5980 5.5644 -16.9124 0.3988 2.3986 1.0980 -18.4832 0.3990 2.3980
0.0080 -2.6048 5.5823 -16.9187 0.3988 2.3986 1.1048 -18.4895 0.3990 2.3980
0.0080 -2.6114 5.6003 -16.9250 0.3988 2.3986 1.1114 -18.4958 0.3990 2.3980
0.0080 -2.6179 5.6184 -16.9313 0.3988 2.3986 1.1179 -18.5021 0.3990 2.3980
0.0080 -2.6244 5.6365 -16.9376 0.3988 2.3986 1.1244 -18.5084 0.3990 2.3980
0.0080 -2.6307 5.6546 -16.9440 0.3988 2.3986 1.1307 -18.5148 0.3990 2.3980
0.0080 -2.6369 5.6727 -16.9503 0.3988 2.3986 1.1369 -18.5211 0.3990 2.3980
0.0080 -2.6429 5.6909 -16.9566 0.3988 2.3986 1.1429 -18.5274 0.3990 2.3980
0.0080 -2.6489 5.7092 -16.9629 0.3988 2.3986 1.1489 -18.5337 0.3990 2.3980
0.0080 -2.6547 5.7275 -16.9692 0.3988 2.3986 1.1547 -18.5400 0.3990 2.3980
0.0080 -2.6605 5.7458 -16.9755 0.3988 2.3986 1.1605 -18.5463 0.3990 2.3980
0.0080 -2.6661 5.7641 -16.9819 0.3988 2.3986 1.1661 -18.5527 0.3990 2.3980
0.0080 -2.6716 5.7825 -16.9882 0.3988 2.3986 1.1716 -18.5590 0.3990 2.3980
0.0080 -2.6770 5.8009 -16.9945 0.3988 2.3986 1.1770 -18.5653 0.3990 2.3980
0.0080 -2.6822 5.8194 -17.0008 0.3988 2.3986 1.1822 -18.5716 0.3990 2.3980
0.0080 -2.6874 5.8379 -17.0071 0.3988 2.3986 1.1874 -18.5779 0.3990 2.3980
0.0080 -2.6924 5.8564 -17.0135 0.3988 2.3986 1.1924 -18.5843 0.3990 2.3980
0.0080 -2.6973 5.8749 -17.0198 0.3988 2.3986 1.1973 -18.5906 0.3990 2.3980
0.0080 -2.7021 5.8935 -17.0261 0.3988 2.3986 1.2021 -18.5969 0.3990 2.3980
0.0080 -2.7068 5.9121 -17.0324 0.3988 2.3986 1.2068 -18.6032 0.3990 2.3980
